timestamp,user_id,amount,payee,city,device,is_fraud
2026-08-10 23:22:00,U004,800,friend_amit,Mumbai,DEV-D4,0
2026-08-10 23:38:00,U003,250,medical_store,Delhi,DEV-C3,0
2026-08-11 00:08:00,U003,120,merchant_grocery,Delhi,DEV-C3,0
2026-08-11 01:15:00,U004,3500,support_refund,Mumbai,DEV-NEW-54,1
2026-08-11 00:50:00,U004,3000,merchant_grocery,Mumbai,DEV-D4,0
2026-08-11 01:10:00,U005,120,friend_amit,Bengaluru,DEV-E5,0
2026-08-11 01:18:00,U003,3000,friend_amit,Delhi,DEV-C3,0
2026-08-11 01:37:00,U003,1200,friend_amit,Delhi,DEV-C3,0
2026-08-11 02:10:00,U003,50,merchant_grocery,Delhi,DEV-C3,0
2026-08-11 02:28:00,U004,5000,prize_claim_01,Jaipur,DEV-NEW-43,1
2026-08-11 02:36:00,U001,24999,support_refund,Ranchi,DEV-NEW-57,1
2026-08-11 02:59:00,U001,480,medical_store,Ranchi,DEV-A1,0
2026-08-11 03:22:00,U001,1500,landlord_rent,Ranchi,DEV-A1,0
2026-08-11 03:38:00,U002,250,mobile_recharge,Kolkata,DEV-B2,0
2026-08-11 03:50:00,U001,1200,fuel_station,Ranchi,DEV-A1,0
2026-08-11 04:06:00,U004,120,mobile_recharge,Mumbai,DEV-D4,0
2026-08-11 04:37:00,U001,2200,electricity_board,Ranchi,DEV-A1,0
2026-08-11 04:52:00,U003,480,mobile_recharge,Delhi,DEV-C3,0
2026-08-11 05:10:00,U003,800,electricity_board,Delhi,DEV-C3,0
2026-08-11 05:36:00,U005,3000,electricity_board,Bengaluru,DEV-E5,0
2026-08-11 05:44:00,U001,800,friend_amit,Ranchi,DEV-A1,0
2026-08-11 04:01:00,U005,8000,verify_kyc_now,Lucknow,DEV-E5,1
2026-08-11 06:18:00,U002,8000,unknown_9284,Kolkata,DEV-NEW-78,1
2026-08-11 06:42:00,U002,1200,landlord_rent,Kolkata,DEV-B2,0
2026-08-11 06:50:00,U003,800,landlord_rent,Delhi,DEV-C3,0
2026-08-11 07:17:00,U003,800,landlord_rent,Delhi,DEV-C3,0
2026-08-11 07:30:00,U002,1500,medical_store,Kolkata,DEV-B2,0
2026-08-11 07:50:00,U002,50,electricity_board,Kolkata,DEV-B2,0
2026-08-11 08:04:00,U003,1200,mobile_recharge,Delhi,DEV-C3,0
2026-08-11 08:33:00,U004,3000,mobile_recharge,Mumbai,DEV-D4,0
2026-08-11 08:39:00,U002,1200,merchant_grocery,Kolkata,DEV-B2,0
2026-08-11 08:59:00,U002,480,friend_amit,Kolkata,DEV-B2,0
2026-08-11 09:02:00,U001,2200,landlord_rent,Ranchi,DEV-A1,0
2026-08-11 09:32:00,U001,480,medical_store,Ranchi,DEV-A1,0
2026-08-11 10:04:00,U004,250,medical_store,Mumbai,DEV-D4,0
2026-08-11 10:11:00,U001,480,friend_amit,Ranchi,DEV-A1,0
2026-08-11 10:41:00,U005,3500,prize_claim_01,Bengaluru,DEV-NEW-27,1
2026-08-11 11:02:00,U005,2200,landlord_rent,Bengaluru,DEV-E5,0
2026-08-11 11:30:00,U005,3000,mobile_recharge,Bengaluru,DEV-E5,0
2026-08-11 12:01:00,U002,480,fuel_station,Kolkata,DEV-B2,0
2026-08-11 12:35:00,U003,480,electricity_board,Delhi,DEV-C3,0
2026-08-11 12:40:00,U004,480,electricity_board,Mumbai,DEV-D4,0
2026-08-11 13:01:00,U003,120,friend_amit,Delhi,DEV-C3,0
2026-08-11 13:16:00,U002,250,medical_store,Kolkata,DEV-B2,0
2026-08-11 13:21:00,U002,1200,landlord_rent,Kolkata,DEV-B2,0
2026-08-11 13:48:00,U004,8000,lucky_winner_44,Mumbai,DEV-D4,1
2026-08-11 14:13:00,U005,1200,electricity_board,Bengaluru,DEV-E5,0
2026-08-11 14:40:00,U004,3000,fuel_station,Mumbai,DEV-D4,0
2026-08-11 14:55:00,U005,800,mobile_recharge,Bengaluru,DEV-E5,0
2026-08-11 14:57:00,U004,1500,medical_store,Mumbai,DEV-D4,0
2026-08-11 15:27:00,U002,3000,merchant_grocery,Kolkata,DEV-B2,0
2026-08-11 15:29:00,U004,24999,quickcash_pay,Pune,DEV-D4,1
2026-08-11 15:54:00,U003,1500,electricity_board,Delhi,DEV-C3,0
2026-08-11 16:25:00,U001,2500,verify_kyc_now,Ranchi,DEV-NEW-18,1
2026-08-11 16:38:00,U002,250,friend_amit,Kolkata,DEV-B2,0
2026-08-11 17:09:00,U002,480,mobile_recharge,Kolkata,DEV-B2,0
2026-08-11 17:33:00,U003,120,fuel_station,Delhi,DEV-C3,0
2026-08-11 02:53:00,U002,24999,verify_kyc_now,Surat,DEV-NEW-58,1
2026-08-11 18:01:00,U005,50,electricity_board,Bengaluru,DEV-E5,0
2026-08-11 18:29:00,U005,120,landlord_rent,Bengaluru,DEV-E5,0
2026-08-11 18:30:00,U003,2200,merchant_grocery,Delhi,DEV-C3,0
2026-08-11 18:54:00,U004,2200,medical_store,Mumbai,DEV-D4,0
2026-08-11 19:22:00,U002,3000,medical_store,Kolkata,DEV-B2,0
2026-08-11 19:57:00,U003,2200,mobile_recharge,Delhi,DEV-C3,0
2026-08-11 20:15:00,U005,480,fuel_station,Bengaluru,DEV-E5,0
2026-08-11 20:33:00,U001,480,fuel_station,Ranchi,DEV-A1,0
2026-08-11 20:58:00,U004,2200,fuel_station,Mumbai,DEV-D4,0
2026-08-11 21:10:00,U003,1200,fuel_station,Delhi,DEV-C3,0
2026-08-11 21:32:00,U003,800,landlord_rent,Delhi,DEV-C3,0
2026-08-11 22:06:00,U001,120,friend_amit,Ranchi,DEV-A1,0
2026-08-11 22:38:00,U004,480,medical_store,Mumbai,DEV-D4,0
2026-08-11 23:10:00,U004,50,merchant_grocery,Mumbai,DEV-D4,0
2026-08-11 23:25:00,U003,480,electricity_board,Delhi,DEV-C3,0
2026-08-11 23:49:00,U005,3000,electricity_board,Bengaluru,DEV-E5,0
2026-08-12 00:11:00,U004,2200,electricity_board,Mumbai,DEV-D4,0
2026-08-12 00:28:00,U003,480,electricity_board,Delhi,DEV-C3,0
2026-08-12 01:03:00,U001,250,friend_amit,Ranchi,DEV-A1,0
2026-08-12 01:34:00,U002,3000,landlord_rent,Kolkata,DEV-B2,0
2026-08-12 01:41:00,U003,800,friend_amit,Delhi,DEV-C3,0
2026-08-12 01:53:00,U003,3000,friend_amit,Delhi,DEV-C3,0
2026-08-12 01:56:00,U003,3000,electricity_board,Delhi,DEV-C3,0
2026-08-12 03:28:00,U002,2500,support_refund,Hyderabad,DEV-NEW-71,1
2026-08-12 02:33:00,U001,120,landlord_rent,Ranchi,DEV-A1,0
2026-08-12 02:43:00,U001,800,merchant_grocery,Ranchi,DEV-A1,0
2026-08-12 02:51:00,U002,1500,landlord_rent,Kolkata,DEV-B2,0
2026-08-12 03:06:00,U005,1500,mobile_recharge,Bengaluru,DEV-E5,0
2026-08-12 03:26:00,U004,1500,electricity_board,Mumbai,DEV-D4,0
2026-08-12 03:30:00,U005,120,fuel_station,Bengaluru,DEV-E5,0
2026-08-12 03:44:00,U002,120,friend_amit,Kolkata,DEV-B2,0
2026-08-12 03:56:00,U002,250,merchant_grocery,Kolkata,DEV-B2,0
2026-08-12 04:25:00,U004,2200,electricity_board,Mumbai,DEV-D4,0
2026-08-12 04:40:00,U001,800,medical_store,Ranchi,DEV-A1,0
2026-08-12 04:45:00,U004,800,fuel_station,Mumbai,DEV-D4,0
2026-08-12 04:58:00,U005,3000,friend_amit,Bengaluru,DEV-E5,0
2026-08-12 05:16:00,U002,120,merchant_grocery,Kolkata,DEV-B2,0
2026-08-12 05:36:00,U002,800,mobile_recharge,Kolkata,DEV-B2,0
2026-08-12 06:06:00,U001,1500,electricity_board,Ranchi,DEV-A1,0
2026-08-12 06:41:00,U005,120,landlord_rent,Bengaluru,DEV-E5,0
2026-08-12 07:09:00,U001,800,merchant_grocery,Ranchi,DEV-A1,0
2026-08-12 07:24:00,U001,50,fuel_station,Ranchi,DEV-A1,0
2026-08-12 07:27:00,U003,250,mobile_recharge,Delhi,DEV-C3,0
2026-08-12 07:56:00,U005,250,landlord_rent,Bengaluru,DEV-E5,0
2026-08-12 08:28:00,U004,2200,electricity_board,Mumbai,DEV-D4,0
2026-08-12 08:50:00,U004,120,fuel_station,Mumbai,DEV-D4,0
2026-08-12 09:12:00,U002,2200,electricity_board,Kolkata,DEV-B2,0
2026-08-12 09:15:00,U004,1200,electricity_board,Mumbai,DEV-D4,0
2026-08-12 09:23:00,U003,1500,fuel_station,Delhi,DEV-C3,0
2026-08-12 09:24:00,U005,3000,mobile_recharge,Bengaluru,DEV-E5,0
2026-08-12 09:28:00,U004,1200,landlord_rent,Mumbai,DEV-D4,0
2026-08-12 09:57:00,U004,480,electricity_board,Mumbai,DEV-D4,0
2026-08-12 10:06:00,U005,2200,medical_store,Bengaluru,DEV-E5,0
2026-08-12 10:14:00,U004,15000,kyc_update_88,Jaipur,DEV-NEW-80,1
2026-08-12 10:24:00,U001,800,landlord_rent,Ranchi,DEV-A1,0
2026-08-12 10:51:00,U003,2200,friend_amit,Delhi,DEV-C3,0
2026-08-12 11:01:00,U004,3000,medical_store,Mumbai,DEV-D4,0
2026-08-12 11:06:00,U002,1500,electricity_board,Kolkata,DEV-B2,0
2026-08-12 11:24:00,U005,800,medical_store,Bengaluru,DEV-E5,0
2026-08-12 11:56:00,U003,2200,landlord_rent,Delhi,DEV-C3,0
2026-08-12 12:19:00,U004,3000,mobile_recharge,Mumbai,DEV-D4,0
2026-08-12 12:40:00,U004,480,landlord_rent,Mumbai,DEV-D4,0
2026-08-12 12:55:00,U004,1500,merchant_grocery,Mumbai,DEV-D4,0
2026-08-12 13:26:00,U003,1500,mobile_recharge,Delhi,DEV-C3,0
2026-08-12 13:58:00,U002,250,landlord_rent,Kolkata,DEV-B2,0
2026-08-12 14:20:00,U005,2200,merchant_grocery,Bengaluru,DEV-E5,0
2026-08-12 03:50:00,U005,40000,lucky_winner_44,Bengaluru,DEV-E5,1
2026-08-12 15:12:00,U001,3000,mobile_recharge,Ranchi,DEV-A1,0
2026-08-12 15:44:00,U003,50,landlord_rent,Delhi,DEV-C3,0
2026-08-12 16:00:00,U001,800,friend_amit,Ranchi,DEV-A1,0
2026-08-12 16:28:00,U001,120,mobile_recharge,Ranchi,DEV-A1,0
2026-08-12 16:48:00,U002,50,electricity_board,Kolkata,DEV-B2,0
2026-08-12 17:07:00,U001,1500,friend_amit,Ranchi,DEV-A1,0
2026-08-12 17:41:00,U002,250,friend_amit,Kolkata,DEV-B2,0
2026-08-12 17:47:00,U002,1500,landlord_rent,Kolkata,DEV-B2,0
2026-08-12 18:19:00,U002,250,friend_amit,Kolkata,DEV-B2,0
2026-08-12 18:36:00,U004,50,fuel_station,Mumbai,DEV-D4,0
2026-08-12 18:55:00,U004,250,merchant_grocery,Mumbai,DEV-D4,0
2026-08-12 19:18:00,U004,800,medical_store,Mumbai,DEV-D4,0
2026-08-12 19:35:00,U004,800,friend_amit,Mumbai,DEV-D4,0
2026-08-12 04:06:00,U004,49999,support_refund,Mumbai,DEV-NEW-47,1
2026-08-12 20:38:00,U001,800,fuel_station,Ranchi,DEV-A1,0
2026-08-12 21:01:00,U002,480,landlord_rent,Kolkata,DEV-B2,0
2026-08-12 21:10:00,U003,50,electricity_board,Delhi,DEV-C3,0
2026-08-12 21:13:00,U004,250,merchant_grocery,Mumbai,DEV-D4,0
2026-08-12 21:34:00,U003,250,friend_amit,Delhi,DEV-C3,0
2026-08-12 22:09:00,U002,1200,landlord_rent,Kolkata,DEV-B2,0
2026-08-12 22:27:00,U005,800,fuel_station,Bengaluru,DEV-E5,0
2026-08-12 22:46:00,U004,1200,fuel_station,Mumbai,DEV-D4,0
2026-08-12 23:16:00,U001,250,fuel_station,Ranchi,DEV-A1,0
2026-08-12 23:42:00,U002,3000,electricity_board,Kolkata,DEV-B2,0
2026-08-13 00:08:00,U001,2500,lucky_winner_44,Jaipur,DEV-NEW-96,1
2026-08-13 00:23:00,U001,3000,electricity_board,Ranchi,DEV-A1,0
2026-08-13 00:38:00,U005,2200,medical_store,Bengaluru,DEV-E5,0
2026-08-13 03:05:00,U003,2500,unknown_9284,Hyderabad,DEV-NEW-73,1
2026-08-13 01:40:00,U003,250,mobile_recharge,Delhi,DEV-C3,0
2026-08-13 02:12:00,U001,800,merchant_grocery,Ranchi,DEV-A1,0
2026-08-13 02:26:00,U003,480,fuel_station,Delhi,DEV-C3,0
2026-08-13 02:33:00,U003,1200,landlord_rent,Delhi,DEV-C3,0
2026-08-13 02:37:00,U003,480,merchant_grocery,Delhi,DEV-C3,0
2026-08-13 02:43:00,U004,50,merchant_grocery,Mumbai,DEV-D4,0
2026-08-13 02:59:00,U003,480,merchant_grocery,Delhi,DEV-C3,0
2026-08-13 03:13:00,U005,480,electricity_board,Bengaluru,DEV-E5,0
2026-08-13 03:14:00,U002,250,friend_amit,Kolkata,DEV-B2,0
2026-08-13 03:31:00,U005,120,medical_store,Bengaluru,DEV-E5,0
2026-08-13 03:40:00,U001,3500,support_refund,Hyderabad,DEV-NEW-32,1
2026-08-13 04:11:00,U001,1200,landlord_rent,Ranchi,DEV-A1,0
2026-08-13 04:18:00,U005,480,landlord_rent,Bengaluru,DEV-E5,0
2026-08-13 04:52:00,U001,50,merchant_grocery,Ranchi,DEV-A1,0
2026-08-13 05:18:00,U004,120,mobile_recharge,Mumbai,DEV-D4,0
2026-08-13 05:23:00,U004,1200,landlord_rent,Mumbai,DEV-D4,0
2026-08-13 05:28:00,U002,3000,medical_store,Kolkata,DEV-B2,0
2026-08-13 05:53:00,U003,3000,electricity_board,Delhi,DEV-C3,0
2026-08-13 06:26:00,U004,120,fuel_station,Mumbai,DEV-D4,0
2026-08-13 06:40:00,U001,480,mobile_recharge,Ranchi,DEV-A1,0
2026-08-13 07:10:00,U003,120,electricity_board,Delhi,DEV-C3,0
2026-08-13 07:31:00,U004,1200,friend_amit,Mumbai,DEV-D4,0
2026-08-13 07:36:00,U004,2500,unknown_9284,Mumbai,DEV-NEW-57,1
2026-08-13 07:58:00,U005,1500,electricity_board,Bengaluru,DEV-E5,0
2026-08-13 08:02:00,U004,800,electricity_board,Mumbai,DEV-D4,0
2026-08-13 08:35:00,U001,2200,friend_amit,Ranchi,DEV-A1,0
2026-08-13 08:58:00,U001,1200,merchant_grocery,Ranchi,DEV-A1,0
2026-08-13 09:13:00,U003,3000,fuel_station,Delhi,DEV-C3,0
2026-08-13 09:15:00,U005,800,merchant_grocery,Bengaluru,DEV-E5,0
2026-08-13 09:33:00,U002,800,electricity_board,Kolkata,DEV-B2,0
2026-08-13 09:34:00,U003,250,landlord_rent,Delhi,DEV-C3,0
2026-08-13 09:39:00,U004,50,merchant_grocery,Mumbai,DEV-D4,0
2026-08-13 09:53:00,U005,2200,electricity_board,Bengaluru,DEV-E5,0
2026-08-13 10:17:00,U002,1200,fuel_station,Kolkata,DEV-B2,0
2026-08-13 10:23:00,U005,250,friend_amit,Bengaluru,DEV-E5,0
2026-08-13 10:27:00,U005,800,mobile_recharge,Bengaluru,DEV-E5,0
2026-08-13 10:59:00,U004,1500,electricity_board,Mumbai,DEV-D4,0
2026-08-13 03:32:00,U002,40000,unknown_9284,Kolkata,DEV-NEW-96,1
2026-08-13 03:36:00,U005,15000,quickcash_pay,Bengaluru,DEV-E5,1
2026-08-13 11:45:00,U002,480,landlord_rent,Kolkata,DEV-B2,0
2026-08-13 12:08:00,U005,2500,lucky_winner_44,Bengaluru,DEV-NEW-19,1
2026-08-13 00:27:00,U004,2500,verify_kyc_now,Surat,DEV-NEW-89,1
2026-08-13 12:55:00,U002,3000,merchant_grocery,Kolkata,DEV-B2,0
2026-08-13 13:15:00,U004,480,electricity_board,Mumbai,DEV-D4,0
2026-08-13 13:20:00,U002,120,landlord_rent,Kolkata,DEV-B2,0
2026-08-13 13:33:00,U005,1200,electricity_board,Bengaluru,DEV-E5,0
2026-08-13 03:49:00,U002,5000,quickcash_pay,Kolkata,DEV-NEW-29,1
2026-08-13 14:18:00,U004,1200,fuel_station,Mumbai,DEV-D4,0
2026-08-13 14:28:00,U003,2200,mobile_recharge,Delhi,DEV-C3,0
2026-08-13 14:46:00,U003,1200,landlord_rent,Delhi,DEV-C3,0
2026-08-13 15:06:00,U001,50,merchant_grocery,Ranchi,DEV-A1,0
2026-08-13 15:25:00,U003,2500,support_refund,Lucknow,DEV-NEW-59,1
2026-08-13 15:54:00,U001,480,electricity_board,Ranchi,DEV-A1,0
2026-08-13 16:25:00,U005,50,mobile_recharge,Bengaluru,DEV-E5,0
2026-08-13 16:47:00,U001,120,landlord_rent,Ranchi,DEV-A1,0
2026-08-13 16:50:00,U002,2200,mobile_recharge,Kolkata,DEV-B2,0
2026-08-13 17:24:00,U005,1200,electricity_board,Bengaluru,DEV-E5,0
2026-08-13 17:49:00,U003,1200,medical_store,Delhi,DEV-C3,0
2026-08-13 17:53:00,U005,1200,merchant_grocery,Bengaluru,DEV-E5,0
2026-08-13 18:00:00,U003,1500,electricity_board,Delhi,DEV-C3,0
2026-08-13 18:10:00,U003,250,electricity_board,Delhi,DEV-C3,0
2026-08-13 18:36:00,U003,120,electricity_board,Delhi,DEV-C3,0
2026-08-13 19:01:00,U005,1200,fuel_station,Bengaluru,DEV-E5,0
2026-08-13 01:35:00,U002,49999,support_refund,Hyderabad,DEV-NEW-56,1
2026-08-13 19:40:00,U002,120,landlord_rent,Kolkata,DEV-B2,0
2026-08-13 20:14:00,U005,24999,prize_claim_01,Bengaluru,DEV-E5,1
2026-08-13 20:25:00,U005,50,mobile_recharge,Bengaluru,DEV-E5,0
2026-08-13 20:41:00,U003,800,fuel_station,Delhi,DEV-C3,0
2026-08-13 20:56:00,U004,800,fuel_station,Mumbai,DEV-D4,0
2026-08-13 21:09:00,U004,2200,mobile_recharge,Mumbai,DEV-D4,0
2026-08-13 21:34:00,U003,1500,friend_amit,Delhi,DEV-C3,0
2026-08-13 21:43:00,U002,50,medical_store,Kolkata,DEV-B2,0
2026-08-13 22:07:00,U004,120,medical_store,Mumbai,DEV-D4,0
2026-08-13 22:15:00,U005,250,electricity_board,Bengaluru,DEV-E5,0
2026-08-13 22:48:00,U004,1500,merchant_grocery,Mumbai,DEV-D4,0
2026-08-13 23:17:00,U002,50,mobile_recharge,Kolkata,DEV-B2,0
2026-08-13 23:43:00,U001,480,mobile_recharge,Ranchi,DEV-A1,0
2026-08-14 00:07:00,U001,1200,merchant_grocery,Ranchi,DEV-A1,0
2026-08-14 00:17:00,U003,800,fuel_station,Delhi,DEV-C3,0
2026-08-14 00:26:00,U004,2200,mobile_recharge,Mumbai,DEV-D4,0
2026-08-14 00:27:00,U005,50,electricity_board,Bengaluru,DEV-E5,0
2026-08-14 00:37:00,U002,3000,mobile_recharge,Kolkata,DEV-B2,0
2026-08-14 00:56:00,U001,120,merchant_grocery,Ranchi,DEV-A1,0
2026-08-14 01:23:00,U002,2200,merchant_grocery,Kolkata,DEV-B2,0
2026-08-14 01:55:00,U001,50,medical_store,Ranchi,DEV-A1,0
2026-08-14 02:11:00,U005,800,mobile_recharge,Bengaluru,DEV-E5,0
2026-08-14 02:34:00,U001,1500,friend_amit,Ranchi,DEV-A1,0
2026-08-14 03:08:00,U001,120,landlord_rent,Ranchi,DEV-A1,0
2026-08-14 03:41:00,U005,3000,landlord_rent,Bengaluru,DEV-E5,0
2026-08-14 04:06:00,U001,50,medical_store,Ranchi,DEV-A1,0
2026-08-14 04:30:00,U004,50,electricity_board,Mumbai,DEV-D4,0
2026-08-14 04:53:00,U001,120,fuel_station,Ranchi,DEV-A1,0
2026-08-14 05:15:00,U005,1200,landlord_rent,Bengaluru,DEV-E5,0
2026-08-14 05:27:00,U003,2200,medical_store,Delhi,DEV-C3,0
2026-08-14 05:39:00,U004,120,medical_store,Mumbai,DEV-D4,0
2026-08-14 05:42:00,U004,50,fuel_station,Mumbai,DEV-D4,0
2026-08-14 05:45:00,U002,800,landlord_rent,Kolkata,DEV-B2,0
2026-08-14 06:20:00,U004,50,fuel_station,Mumbai,DEV-D4,0
2026-08-14 06:39:00,U002,50,fuel_station,Kolkata,DEV-B2,0
2026-08-14 06:57:00,U003,1200,mobile_recharge,Delhi,DEV-C3,0
2026-08-14 07:26:00,U004,1500,electricity_board,Mumbai,DEV-D4,0
2026-08-14 07:58:00,U002,1200,fuel_station,Kolkata,DEV-B2,0
2026-08-14 08:16:00,U005,1500,merchant_grocery,Bengaluru,DEV-E5,0
2026-08-14 08:28:00,U004,1200,merchant_grocery,Mumbai,DEV-D4,0
2026-08-14 08:49:00,U001,800,mobile_recharge,Ranchi,DEV-A1,0
2026-08-14 09:17:00,U005,2200,electricity_board,Bengaluru,DEV-E5,0
2026-08-14 09:20:00,U004,1200,landlord_rent,Mumbai,DEV-D4,0
2026-08-14 09:38:00,U004,50,merchant_grocery,Mumbai,DEV-D4,0
2026-08-14 10:02:00,U004,250,merchant_grocery,Mumbai,DEV-D4,0
2026-08-14 01:31:00,U002,2500,quickcash_pay,Jaipur,DEV-B2,1
2026-08-14 10:55:00,U004,120,landlord_rent,Mumbai,DEV-D4,0
2026-08-14 11:29:00,U002,1200,medical_store,Kolkata,DEV-B2,0
2026-08-14 11:45:00,U003,50,medical_store,Delhi,DEV-C3,0
2026-08-14 12:17:00,U002,3000,merchant_grocery,Kolkata,DEV-B2,0
2026-08-14 12:34:00,U003,480,landlord_rent,Delhi,DEV-C3,0
2026-08-14 13:06:00,U003,250,fuel_station,Delhi,DEV-C3,0
2026-08-14 13:35:00,U001,2200,merchant_grocery,Ranchi,DEV-A1,0
2026-08-14 13:58:00,U003,3000,landlord_rent,Delhi,DEV-C3,0
2026-08-14 14:18:00,U003,250,fuel_station,Delhi,DEV-C3,0
2026-08-14 14:51:00,U003,480,fuel_station,Delhi,DEV-C3,0
2026-08-14 15:07:00,U002,50,electricity_board,Kolkata,DEV-B2,0
2026-08-14 15:31:00,U005,3000,friend_amit,Bengaluru,DEV-E5,0
2026-08-14 15:37:00,U005,8000,kyc_update_88,Bengaluru,DEV-E5,1
2026-08-14 15:46:00,U001,120,mobile_recharge,Ranchi,DEV-A1,0
2026-08-14 16:20:00,U004,3000,medical_store,Mumbai,DEV-D4,0
2026-08-14 16:32:00,U005,250,mobile_recharge,Bengaluru,DEV-E5,0
2026-08-14 16:36:00,U005,3000,friend_amit,Bengaluru,DEV-E5,0
2026-08-14 16:47:00,U003,480,electricity_board,Delhi,DEV-C3,0
2026-08-14 17:06:00,U005,800,friend_amit,Bengaluru,DEV-E5,0
2026-08-14 17:24:00,U005,800,landlord_rent,Bengaluru,DEV-E5,0
2026-08-14 17:30:00,U005,250,landlord_rent,Bengaluru,DEV-E5,0
2026-08-14 17:40:00,U005,1200,fuel_station,Bengaluru,DEV-E5,0
2026-08-14 17:43:00,U005,50,merchant_grocery,Bengaluru,DEV-E5,0
2026-08-14 18:00:00,U001,1500,landlord_rent,Ranchi,DEV-A1,0
2026-08-14 18:32:00,U001,3000,electricity_board,Ranchi,DEV-A1,0
2026-08-14 19:03:00,U003,1500,electricity_board,Delhi,DEV-C3,0
2026-08-14 19:08:00,U004,250,mobile_recharge,Mumbai,DEV-D4,0
2026-08-14 19:39:00,U004,1200,landlord_rent,Mumbai,DEV-D4,0
2026-08-14 20:00:00,U002,1200,medical_store,Kolkata,DEV-B2,0
2026-08-14 20:26:00,U003,1200,landlord_rent,Delhi,DEV-C3,0
2026-08-14 20:33:00,U005,2200,merchant_grocery,Bengaluru,DEV-E5,0
2026-08-14 21:02:00,U003,120,merchant_grocery,Delhi,DEV-C3,0
2026-08-14 21:27:00,U003,1500,friend_amit,Delhi,DEV-C3,0
2026-08-14 21:48:00,U002,1200,friend_amit,Kolkata,DEV-B2,0
